,Nome,Empreendedor,CPF_CNPJ,UF,Município,Latitude,Longitude,Posicionamento,Categoria de Risco - CRI,Dano Potencial Associado - DPA,Necessita de PAEBM,Inserido na PNSB,Nível de Emergência,Status da DCE Atual,Status da DCO Atual,Tipo de Barragem de Mineração,A Barragem de Mineração possui outra estrutura de mineração interna selante de reservatório,Quantidade Diques Internos,Quantidade Diques Selantes,Cluster,Altura Máxima do projeto da Back Up Dam (m),Vida útil prevista da Back Up Dam (Anos),Situação operacional da Back Up Dam,Teor (%) do minério principal inserido no rejeito
84,TSF,BRAZAURO RECURSOS MINERAIS S.A.,05943917000143,PA,ITAITUBA,-6.067933333333333,-56.28649722222222,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
85,CTSF,BRAZAURO RECURSOS MINERAIS S.A.,05943917000143,PA,ITAITUBA,-6.03965,-56.29055555555556,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.01
86,Bacia 17,SERABI MINERACAO S.A.,04207303000130,PA,ITAITUBA,-6.325094444444444,-55.78635555555555,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
87,BACIA DE REJEITOS 16,SERABI MINERACAO S.A.,04207303000130,PA,ITAITUBA,-6.325083333333333,-55.7845,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
88,Barragem B2,M. M. GOLD MINERACAO LTDA,28277368000110,PA,ITAITUBA,-6.366119444444444,-56.26777777777777,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
89,Barragem B1,M. M. GOLD MINERACAO LTDA,28277368000110,PA,ITAITUBA,-6.368191666666666,-56.268391666666666,Sul do Equador,Alta,Baixa,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Sim,2.0,0.0,3,0.0,0.0,0,0.01
90,Barragem B5,M. M. GOLD MINERACAO LTDA,28277368000110,PA,ITAITUBA,-6.3608361111111105,-56.26710833333333,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Sim,0.0,3.0,0,0.0,0.0,0,0.01
91,Barragem B3,M. M. GOLD MINERACAO LTDA,28277368000110,PA,ITAITUBA,-6.365602777777777,-56.26658611111111,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Sim,1.0,1.0,0,0.0,0.0,0,0.0
92,Cajueiro,PARÁ ALTA FLORESTA GOLD MINERAÇÃO LTDA EPP,27567120000121,PA,JACAREACANGA,-9.346195555555557,-56.55292583333333,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Sim,4.0,4.0,3,0.0,0.0,0,0.0
93,Lagoa de Disposição n°04 - LD4,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.4866944444444443,-56.17813888888889,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,9.24
94,LD 8 - Lagoa de disposição 8,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.536477777777778,-56.16697194444444,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,15.0
95,LE - Lagoa de Espessamento,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.505,-56.175777777777775,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,9.24
96,LD1 - Lagoa de Disposição 01,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.5006944444444446,-56.166805555555555,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,9.24
97,LD2 - Lagoa de Disposição 02,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.496611111111111,-56.17380555555555,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,9.24
98,LD3 - Lagoa de Disposição 03,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.495888888888889,-56.18801111111111,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,9.24
99,Lagoa de Disposição n°05 - LD5,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.48625,-56.196,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,9.24
100,LD6 - Lagoa de Disposição 6,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.4869444444444446,-56.17305555555555,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,1.0,1,0.0,0.0,0,15.0
101,LD7 - Lagoa de Disposição 7,Alcoa World Alumina Brasil Ltda.,06167730000168,PA,JURUTI,-2.484027777777778,-56.20183333333333,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Cava com Barramento Construído,Não,0.0,0.0,1,0.0,0.0,0,9.24
102,Bacia do Castanheira,BURITIRAMA MINERACAO S.A. FALIDO,27121672000101,PA,MARABÁ,-5.5135861111111115,-50.235533333333336,Sul do Equador,Alta,Alta,Sim,Sim,Emergência Nivel 1,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.48
103,BARRAGEM DE FINOS II,SALOBO METAIS S/A,33931478000194,PA,MARABÁ,-5.823972222222222,-50.491416666666666,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,19.65
104,BARRAGEM DE REJEITOS ,SALOBO METAIS S/A,33931478000194,PA,MARABÁ,-5.778,-50.52291666666667,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,19.65
105,Barragem do Bandeira,BURITIRAMA MINERACAO S.A. FALIDO,27121672000101,PA,MARABÁ,-5.5125,-50.222500000000004,Sul do Equador,Baixa,Alta,Sim,Sim,Nível de Alerta,1º Campanha 2024 - Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
106,Dique do Grotão,BURITIRAMA MINERACAO S.A. FALIDO,27121672000101,PA,MARABÁ,-5.509079722222222,-50.23345194444445,Sul do Equador,Alta,Média,Não,Sim,Emergência Nivel 1,1º Campanha 2024 - Não Atestado,1º Campanha 2023 - Não Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
107,DIQUE DE FINOS I,SALOBO METAIS S/A,33931478000194,PA,MARABÁ,-5.81726,-50.567168888888894,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
108,DIQUE DE FINOS II,SALOBO METAIS S/A,33931478000194,PA,MARABÁ,-5.8326111111111105,-50.54111111111111,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
109,DIQUE DE FINOS III,SALOBO METAIS S/A,33931478000194,PA,MARABÁ,-5.779638888888889,-50.53863888888889,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,19.65
110,SP-24A,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6695788888888887,-56.49726638888889,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,100.0
111,SP-24B,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6689947222222221,-56.502364166666666,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,100.0
112,SP-24C,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6734469444444442,-56.50005222222222,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,100.0
113,SP-25A,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6694027777777776,-56.49225833333333,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
114,SP-25B,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6719944444444443,-56.48735,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
115,SP-25C,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.673861111111111,-56.49186944444445,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
116,TP2,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6764999999999999,-56.437999999999995,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
117,SP7C,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6696944444444444,-56.44488888888888,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
118,SP9,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6749166666666666,-56.46091666666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
119,SP9A,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6685277777777776,-56.462250000000004,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
120,TP3,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6877777777777778,-56.472500000000004,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
121,TP1,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6817777777777776,-56.41108333333333,Sul do Equador,Média,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
122,SP4 Norte,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6848055555555557,-56.427055555555555,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,0.0,0,0.0,0.0,0,100.0
123,SP7A,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6715555555555555,-56.434194444444444,Sul do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
124,SP4 Sul,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.690611111111111,-56.42697222222222,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
125,SP5 Leste,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6826944444444443,-56.43541666666666,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
126,SP5 Oeste,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6828333333333332,-56.44455555555555,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
127,SP6,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6763333333333332,-56.424277777777775,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
128,SP7B,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.669722222222222,-56.44008333333333,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
129,SP8,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.673472222222222,-56.45280555555556,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
130,SP13,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6929444444444444,-56.467305555555555,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
131,SP14,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.69875,-56.47027777777778,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,27.0
132,SP15,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.699888888888889,-56.47541666666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
133,SP16,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.693888888888889,-56.476111111111116,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
134,SP19,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6808733333333332,-56.46892888888889,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
135,SP2_3,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6846944444444445,-56.40369444444444,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
136,Barragem A1,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.4719166666666668,-56.38575,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
137,Barragem Água Fria,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.4658055555555556,-56.39066666666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
138,SP1,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6829166666666666,-56.418166666666664,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
139,SP10,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6835,-56.45266666666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
140,SP11,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6826388888888888,-56.46327777777778,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
141,SP12,MINERACAO RIO DO NORTE SA,04932216000146,PA,ORIXIMINÁ,-1.6873055555555556,-56.468250000000005,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,100.0
142,Usina,MINERACAO ONCA PUMA S.A.,48256824000153,PA,OURILÂNDIA DO NORTE,-6.580472222222222,-51.077083333333334,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
143,B1,MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.,12094570000410,PA,PARAGOMINAS,-3.265273888888889,-47.753166666666665,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,1.0,0.0,0,0.0,0.0,0,0.0
144,B5,MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.,12094570000410,PA,PARAGOMINAS,-3.275,-47.736333333333334,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,18.14
145,RP1,MINERACAO PARAGOMINAS S.A.,12094570000410,PA,PARAGOMINAS,-3.2648444444444444,-47.72116666666667,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,4.0,0.0,0,0.0,0.0,0,18.14
146,B6,MINERACAO PARAGOMINAS S.A. Filial: MINERACAO PARAGOMINAS S.A.,12094570000410,PA,PARAGOMINAS,-3.2594944444444445,-47.75816666666667,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
147,PDE02,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-6.107236111111111,-50.31803583333334,Sul do Equador,Não se aplica,Não se aplica,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
148,Dique do Puma 01,MINERACAO ONCA PUMA S.A.,48256824000153,PA,PARAUAPEBAS,-6.48525,-51.07752777777778,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
149,Dique do Puma 04,MINERACAO ONCA PUMA S.A.,48256824000153,PA,PARAUAPEBAS,-6.479033888888889,-51.06147583333333,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
150,Dique do Puma 08,MINERACAO ONCA PUMA S.A.,48256824000153,PA,PARAUAPEBAS,-6.445389722222222,-51.07649388888889,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
151,Gelado,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-5.979277777777778,-50.141416666666665,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Sim,0.0,1.0,0,0.0,0.0,0,23.5
152,Geladinho,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-5.994793333333333,-50.10948166666667,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
153,Estéril Sul,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-6.099444444444444,-50.1625,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
154,Jacaré,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-6.108138888888888,-50.16905555555555,Sul do Equador,Baixa,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
155,Pera Jusante,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-6.046821111111111,-50.142919166666665,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
156,Pera Montante,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-6.056853611111111,-50.14378,Sul do Equador,Baixa,Baixa,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,63.0
157,Azul,VALE S.A.,33592510000154,PA,PARAUAPEBAS,-6.078138888888889,-50.29147222222222,Sul do Equador,Baixa,Alta,Sim,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Atestado,Barragem/Barramento/Dique,Não,0.0,0.0,0,0.0,0.0,0,0.0
158,RECON,MINERACAO SAO FRANCISCO DE ASSIS LTDA,42323964000110,PA,SÃO FÉLIX DO XINGU,-6.831527777777778,-51.991,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,5.0
159,Dique Provisorio 01,MINERACAO ONCA PUMA S.A.,48256824000153,PA,SÃO FÉLIX DO XINGU,-6.561861111111111,-51.17113888888888,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
160,Dique Provisorio 02,MINERACAO ONCA PUMA S.A.,48256824000153,PA,SÃO FÉLIX DO XINGU,-6.560388888888888,-51.16672222222222,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
161,Dique 04,MINERACAO ONCA PUMA S.A.,48256824000153,PA,SÃO FÉLIX DO XINGU,-6.558737777777778,-51.17782888888889,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
162,Dique 05,MINERACAO ONCA PUMA S.A.,48256824000153,PA,SÃO FÉLIX DO XINGU,-6.5559569444444445,-51.17348277777778,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
163,BARRAGEM SÃO GERALDO,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,22825491000142,PA,SÃO FÉLIX DO XINGU,-6.110194444444444,-52.275277777777774,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
164,BARRAGEM SAO GERALDO 02,COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA,22825491000142,PA,SÃO FÉLIX DO XINGU,-6.075777777777778,-52.25519444444444,Sul do Equador,Média,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
165,Dique 06,MINERACAO ONCA PUMA S.A.,48256824000153,PA,SÃO FÉLIX DO XINGU,-6.58036111111111,-51.174166666666665,Sul do Equador,Baixa,Baixa,Não,Não,Sem emergência,-,-,Barragem/Barramento/Dique,Não,0.0,0.0,3,0.0,0.0,0,0.0
166,Mario Cruz,DEV MINERACAO S.A. - EM RECUPERACAO JUDICIAL,06030747000179,AP,PEDRA BRANCA DO AMAPARI,-0.8008358333333334,-51.87452583333334,Norte do Equador,Média,Média,Não,Sim,Sem emergência,1º Campanha 2024 - Atestado,1º Campanha 2023 - Indefinido,Barragem/Barramento/Dique,Sim,1.0,5.0,0,0.0,0.0,0,18.0
